		// migemo-dictの追加辞書(Fallout4バニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

right eye grim plate	右目残忍プレート
right hand gamma gun	右手ガンマ線銃
right hand saw blade	右手ソーブレード	右手ノコギリブレード
right hand vice grip	右手バイスグリップ
right leg grim plate	右脚残忍プレート
ripped shirt & socks	破れたシャツと靴下
roadside pines motel	ロードサイド・パインズ・モーテル
robco battlezone key	ロブコ・バトルゾーンのカギ
robco e-330 terminal	ロブコE-330ターミナル
robco e-601 terminal	ロブコE-601ターミナル
roboticsexpertfrenzy	ロボットエキスパートフレンジー
sack hood with hoses	ホース付きサックフード
salem street cottage	セイラムストリートのコテージ
saugus blast furnace	サウガス鉄炉
scara's terminal key	スカラのターミナルのカギ
secretary's terminal	秘書のターミナル
senior scribe neriah	シニア・スクライブ・ネライア
shack floor supports	小屋の床サポート
shack wall - doorway	小屋の壁 - 出入口
shadeless table lamp	シェードレステーブルランプ
sharpshooter stowage	シャープシューターの収納ケース
shenley's oyster bar	シェンリー・オイスターバー
shipbreaker's signal	シップブレーカーのシグナル
shipment of oil - 25	オイルの注文票 - 25
signed baseball card	サイン入りベースボールカード
silver shroud script	シルバー・シュラウド台本
skulking fog crawler	スカルキング・フォグ・クロウラー
skylanes 1665 mayday	スカイレーン1665メイデイ
skylanes flight 1665	スカイレーン1665便
skylanes flight 1981	スカイレーン1981便
slocum's joe offices	スローカムズ・ジョーのオフィス
sniper aim stability	スナイパー照準安定
souvenir magnet frog	記念品のマグネットフロッグ
space sentry breaker	スペース・セントリー・ブレイカー
spiked lead pipe mod	金属パイプ・スパイク付き
spotlight schematics	スポットライト設計図
standard paddle ball	標準パドル・ボール
standard, any lining	あらゆるライニングの標準
strong idolizes you.	ストロングに敬意を抱かれている
super mutant bracers	スーパーミュータント・ブレイサー
super mutant butcher	スーパーミュータント・ブッチャー
super mutant warlord	スーパーミュータント・ウォーロード
supermutant's orders	スーパーミュータントの指令書
suprathaw antifreeze	スプラソー不凍剤
swan's ambush splash	スワンの奇襲スプラッシュ
switched power pylon	スイッチパワーパイロン
synth beacon grenade	人造人間ビーコングレネード
synth gen1 abilities	第1世代人造人間の能力
synth sleek limb mod	シンス・リム・流線型
syringer glow sights	シリンジャー・グロウサイト
syringer long barrel	シリンジャー・ロングバレル
syringer short scope	シリンジャー・短距離スコープ
syringer stub barrel	シリンジャー・スタブバレル
t-45 headlamp bright	T-45・ヘッドランプ・ブライト
t-45 headlamp purple	T-45・ヘッドランプ・パープル
t-45 prism shielding	T-45・プリズム防護
t-45 reactive plates	T-45・リアクティブ装甲
t-45 vault-tec paint	T-45・Vault-Tec用塗装
t-51 headlamp bright	T-51・ヘッドランプ・ブライト
t-51 headlamp purple	T-51・ヘッドランプ・パープル
t-51 prism shielding	T-51・プリズム防護
t-51 reactive plates	T-51・リアクティブ装甲
t-51 vault-tec paint	T-51・Vault-Tec用塗装
t-60 headlamp bright	T-60・ヘッドランプ・ブライト
t-60 headlamp purple	T-60・ヘッドランプ・パープル
t-60 prism shielding	T-60・プリズム防護
t-60 reactive plates	T-60・リアクティブ装甲
t-60 right arm armor	T-60 右腕
t-60 right leg armor	T-60 右脚
t-60 vault-tec paint	T-60・Vault-Tec用塗装
taffington boathouse	タフィントン・ボートハウス
the bugle repertoire	ビューグル・レパートリー
the children trapped	罠にかかった子
the mechanist's lair	メカニストの隠れ家
thermal flow control	サーマルフロー操作
thruster cruel plate	スラスター冷酷プレート
to my big sister red	レッド姉さんへ
tower tom's terminal	タワー・トムのターミナル
turret lightning gun	タレット・ライトニングガン
unarmed mutant hound	ミュータントハウンド - Unarmed
unarmed rad scorpion	ラッドスコルピオン - Unarmed
unarmed weapon human	人間の武器 - Unarmed
undamaged cigarettes	無傷のタバコ
unscorched oven mitt	焦げのないオーブン・ミトン
unused enamel bucket	未使用のエナメルバケツ
usage monitor effect	使用モニター効果
uscg lockup password	USCGのロックパスワード
utility - prefab mid	ユーティリティ - プレハブの中央
v. 114 interview #03	V.114インタビュー#03
v. 114 interview #21	V.114インタビュー#21
v. 114 interview #87	V.114インタビュー#87
valentine hates you.	バレンタインに嫌悪を抱かれている
vault-tec prototypes	Vault-Tecプロトタイプ
vault-tec water pump	Vault-Tecウォーターポンプ
vim brewing terminal	ヴィム醸造ターミナル
virgil's laser rifle	バージルのレーザーライフル
water pump - powered	ウォーターポンプ - 電動
west everett estates	ウェスト・エバレット私有地	ウエスト・エバレット私有地
west roxbury station	ウエスト・ロックスバリー駅
withered feral ghoul	干からびたフェラル・グール
wood rolling pin mod	ローリングピン・ウッド
wooden block - b & y	木製ブロック - B & Y
wooden block - i & d	木材ブロック - I&D
wooden block - n & s	木製ブロック - N & S
wooden block - v & f	木製ブロック - V & F
wooden picture frame	木製フレーム
wool fisherman's cap	羊毛の漁業者の帽子
workshop detect life	ワークショップ生命探知
world of refreshment	ワールド・オブ・リフレッシュメント
x-01 headlamp bright	X-01・ヘッドランプ・ブライト
x-01 headlamp purple	X-01・ヘッドランプ・パープル
x-01 mk.ii arm armor	X-01・腕・Mk.II
x-01 mk.ii leg armor	X-01・脚・Mk.II
x-01 mk.iv arm armor	X-01・腕・Mk.IV
x-01 mk.iv leg armor	X-01・脚・Mk.IV
x-01 mk.vi arm armor	X-01・腕・Mk.VI
x-01 mk.vi leg armor	X-01・脚・Mk.VI
x-01 prism shielding	X-01・プリズム防護
x-01 reactive plates	X-01・リアクティブ装甲
x-01 thermal coating	X-01・耐熱コーティング
x-01 vault-tec paint	X-01・Vault-Tec用塗装
x6-88 disliked that.	X6-88の反感を買った
x6-88 tolerates you.	X6-88は大目に見てくれた
yellow belly syringe	イエローベリーシリンジ	臆病者のシリンジャー
yellow flight helmet	イエロー・フライトヘルメット
yellow-trimmed plate	黄色の飾り皿
yum yum deviled eggs	ヤムヤム・デビルエッグ
.44 snubnose barrel	.44・スナブノーズバレル
.44 standard barrel	.44・スタンダードバレル
.44 standard sights	.44・スタンダードサイト
.45-70 lever action	.45-70レバーアクション
10mm large magazine	10mm・大型マガジン
2 arm: left, middle	2アーム: 左、中央
a vengeful creature	復讐のクリーチャー
abremalin generator	アブレマリン・ジェネレータ
accounting terminal	会計のターミナル
addiction overdrive	中毒 - オーバードライブ
admissions terminal	入居手続きのターミナル
agitator receptacle	撹拌機容器
alien blaster round	エイリアンブラスター・ラウンド
alpha feral mongrel	フェラル・モングレル・アルファ
alpha rabid mongrel	凶暴化モングレル・アルファ
announcement script	アナウンス台本
antique table knife	アンティーク・テーブルナイフ
arcjet lab password	アークジェットのラボのパスワード
arm hydraulic frame	アーム油圧フレーム
arm warmonger plate	アーム好戦プレート
armor block percent	アーマーブロック率
artillery schematic	大砲の設計図
assault rifle scope	アサルトライフル・スコープ
assaultron hag helm	アサルトロン・ハグヘルム
assaultron hand vfx	アサルトロン・ハンドVFX
assaultron head vfx	アサルトロン頭部VFX
assaultron left arm	アサルトロン左腕
assaultron succubus	アサルトロン・サキュバス
atrium - column mid	アトリウム - 円柱の中央
atrium - column top	アトリウム - 円柱の上部
atrium - corner mid	アトリウム - 角の中央
atrium - corner top	アトリウム - 角の上部
atrium - prefab end	アトリウム - プレハブの突き当たり
atrium - window mid	アトリウム - 窓の中央
atrium - window top	アトリウム - 窓の上部
attack damage bonus	攻撃ダメージボーナス
awful, putrid water	ひどく、腐敗した水
back street apparel	バックストリート・アパレル
ball track - switch	ボールトラック - スイッチ
ballistic weave mk2	バリスティック・ウィーブ Mk.2
ballistic weave mk3	バリスティック・ウィーブ Mk.3
ballistic weave mk4	バリスティック・ウィーブ Mk.4
ballistic weave mk5	バリスティック・ウィーブ Mk.5
ballistic weave mod	バリスティック・ウィーブ
barbed pool cue mod	ビリヤードキュー・トゲ付き
bathroom stall door	トイレのドア
big guns bobblehead	ボブルヘッド - Big Guns
big john's safe key	ビッグジョンの金庫のカギ
bioscience terminal	バイオサイエンスターミナル
bladed knuckles mod	ナックルズ・刃付き
bloated glowing one	肥大した光りし者
bloody sawblade bat	血まみれの鋸付きバット
blue batting helmet	青いバッティングヘルメット
book return machine	図書返却機
bos officer uniform	B.O.S.オフィサー制服
bos remote terminal	B.O.S.リモートターミナル
bottlecap collector	ボトルキャップ・コレクター
bpl compressed data	BPL圧縮データ
bradberton overpass	ブラッドバートン陸橋
bradberton's office	ブラッドバートンのオフィス
brahmiluff longhorn	バラミラフ・ロングホーン
brahmin feed trough	バラモンの餌場
briefcase detonator	ブリーフケース起爆装置
brotherhood paladin	B.O.S.パラディン
brown flight helmet	ブラウン・フライトヘルメット
burnt grognak comic	焼けた「グロッグナック」コミック
buzzbites addiction	バズバイト中毒
c.i.t. recon report	C.I.T.偵察隊の報告
cait disliked that.	ケイトの反感を買った
cait tolerates you.	ケイトは大目に見てくれた
calibrated receiver	キャリブレーテッドレシーバー	キャリブレートレシーバー
cambridge graveyard	ケンブリッジ墓地
cambridge warehouse	ケンブリッジの倉庫
camera investigated	カメラを調査した
camp defense patrol	キャンプ防衛パトロール
cappy shirt & jeans	キャッピーのシャツ&ジーンズ
captain astro-gutsy	キャプテン・アストロ・ガッツィー
carlisle typewriter	カーライルのタイプライター
cave cricket hunter	カマドウマ・ハンター
chameleon deathclaw	カメレオン・デスクロー
chance to dismember	敵を解体する可能性がある
charging lob barrel	チャージ式ロブバレル
charisma bobblehead	ボブルヘッド - Charisma
charlestown laundry	チャールズタウン・ランドリー
charred feral ghoul	焦げたフェラル・グール
chicken noodle soup	チキンヌードルスープ
chief engineer sato	チーフ・エンジニア・サトウ
circuit breaker lid	ブレーカーのフタ
clean room terminal	クリーンルームのターミナル
combat armor helmet	コンバットヘルメット
concord underground	コンコード・アンダーグラウンド
concrete foundation	コンクリートの土台
cooke residence key	クック邸のカギ
corvega storage key	コルベガの保管庫のカギ
covenant office key	コベナントオフィスのカギ
covert sweater vest	目立たないセーターベスト
crispy cave cricket	カリカリ・カマドウマ
critical plasma hit	クリティカルプラズマヒット
cryo freeze 01 lgnd	冷却フリーズ01LGND
cryo freeze remover	冷却フリーズリムーバー
cure addiction fury	中毒回復 - フュリー
cure all addictions	全ての中毒を治癒する
cybermech robobrain	サイバーメカ・ロボブレイン
damaged hazmat suit	破損した防護スーツ
deacon admires you.	ディーコンに好感を抱かれている
deathclaw abilities	デスクローの能力
deathclaw matriarch	デスクロー・メイトリアーク
decapitate on death	死亡時に首を切断
decontamination pod	除染ポッド
default (brown dog)	デフォルト(茶色い犬)
destroyed artillery	壊れた大砲
detective case file	探偵の事件ファイル
diagnostic terminal	診断ターミナル
diamond city market	ダイアモンドシティマーケット
direction to target	ターゲットの方向
director's terminal	所長のターミナル
dirty army fatigues	汚れた軍用戦闘服
doc crocker's house	Dr.クロッカーの家
dr. forsythe's note	Dr.フォーサイスのメモ
dr. hein's passcode	Dr.ハインのパスコード
dr. hein's terminal	Dr.ハインのターミナル
dr. reid's terminal	レイド博士のターミナル
dr. roslyn chambers	Dr.ロズリン・チェンバース
eagles cove tannery	イーグルズ・コーヴ製革所
eden meadows cinema	エデンメドウズ・シネマ
emergency protocols	緊急時プロトコル	緊急プロトコル
empty file cabinets	空のファイルキャビネット
empty teal bud vase	空のティール色一輪挿し花瓶
energy weapon forge	エナジー・ウェポン鋳造所
engine start button	エンジンスタートボタン
enraged fog crawler	激怒したフォグ・クロウラー
entrance question 1	エントランス・クエスチョン1
entrance question 2	エントランス・クエスチョン2
entrance question 3	エントランス・クエスチョン3
entrance question 4	エントランス・クエスチョン4
entrance question 5	エントランス・クエスチョン5
entrance question 6	エントランス・クエスチョン6
entrance question 7	エントランス・クエスチョン7
entrance question 8	エントランス・クエスチョン8
entrance question 9	エントランス・クエスチョン9
ep damage reduction	EPダメージ軽減
erratic radstag doe	異常なラッドスタッグ雌
evidence locker key	証拠保管ロッカーのカギ
explosive shielding	爆発物シールド装置	爆発防護
eye merciless plate	眼部無慈悲プレート
facilities terminal	施設ターミナル
family announcement	家族の告知
fashionable glasses	おしゃれなメガネ
feral ghoul stalker	フェラル・グール・ストーカー
fieldgen emp damage	フィールドジェンEMPダメージ
file cabinet drawer	ファイルキャビネットの引き出し
fire shield visuals	ファイヤーシールドビジュアル
firing target pulse	ターゲットにパルスを放ちます
first national bank	ファーストナショナル銀行
floral rounded vase	花柄丸型花瓶
floral vaulted vase	花柄アーチ形花瓶
folded boston bugle	折り畳まれたボストンビューグル
fortify cryo resist	強化冷却耐性
fortify fire resist	炎耐性強化
fortify fusion core	フュージョン・コアを強化
fortify health food	体力強化食料
fragmentation mines	フラグ地雷
front factory armor	フロント工業用アーマー
front voltaic frame	フロント電流フレーム
fugitives' holotape	逃亡者のホロテープ
furry undergarments	毛皮の肌着
fury grenade recipe	フュリー・グレネードのレシピ
fusion core ejector	フュージョン・コア・イジェクター
fusion pulse charge	核融合パルスチャージ
gage disliked that.	ゲイジの反感を買った
gage tolerates you.	ゲイジは大目に見てくれた
gamma gun deep dish	ガンマ線銃・深型パラボラ
ghostly fog crawler	幽霊のフォグ・クロウラー
glass bud teal vase	ティール色ガラス製一輪挿し花瓶
glowing fog crawler	発光フォグ・クロウラー
glowing hermit crab	発光ハーミット・クラブ
glowing radscorpion	発光ラッドスコルピオン
greenetech genetics	グリーンテック遺伝学研究所
grilled hermit crab	焼いたハーミット・クラブの肉
griswold's terminal	グリスウォルドのターミナル
groundskeeper's log	管理人のログ
gunner guard outfit	ガンナー防護服
gwinnett ale bottle	グインネット・エールのビン
gwinnett restaurant	グインネット・レストラン
hancock hated that.	ハンコックを怒らせた
hancock liked that.	ハンコックを喜ばせた
hancock loved that.	ハンコックを大喜びさせた
handy eats terminal	ハンディ・イーツのターミナル
hawthorne residence	ホーソン邸
haymarket mall roof	ヘイマーケット・モールの屋上
head actuated frame	頭部作動フレーム
heavy lead pipe mod	金属パイプ・重量化
heavy spiked rocket	スパイク付き重量化ロケット
helmeted cage armor	ヘルメット付きケージアーマー
high-powered magnet	高性能マグネット
hoarder's apartment	ホーダーのアパート
horizon flight 1207	水平線飛行1207
hot rod shark paint	ホットロッド・シャーク塗装
hydraulic eye frame	油圧眼部フレーム
hypnotic pheromones	催眠フェロモン
ice cold newka-cola	冷えたニューカ・コーラ
ice cold nuka-berry	冷えたヌカ・ベリー
ice cold nuka-fancy	冷えたヌカ・ファンシー
ice cold nuka-grape	冷えたヌカ・グレープ
ice cold nuka-lixir	冷えたヌカ・リキサー
ice cold nuka-power	冷えたヌカ・パワー
ice cold nuka-punch	冷えたヌカ・パンチ
ice cold vim quartz	冷えたヴィム・クォーツ
ignore armor effect	アーマー無効の効果
immune to knockdown	ノックダウン耐性
immune to radiation	放射能耐性
ingram's underarmor	イングラムのアンダーアーマー
institute concourse	インスティチュート広場
institute scientist	インスティチュートの科学者
integrated scrapbot	インテグレート・スクラップボット
integrated swarmbot	インテグレート・スウォームボット
irradiated yao guai	放射線を浴びたヤオ・グアイ
jack rockford's log	ジャック・ロックフォードのログ
jamaica plain flyer	ジャマイカ・プレイン・フライヤー
kasumi's footlocker	カスミの小型ロッカー
kellogg's house key	ケロッグの家のカギ
knight-captain cade	ナイト・キャプテン・ケイド
lab access password	ラボのアクセス用パスワード
lab access terminal	ラボのアクセスターミナル	研究室のアクセスターミナル
large serving plate	取り分け皿(大)
laser beam splitter	レーザー・ビームスプリッター
laser sniper barrel	レーザー・スナイパーバレル
laser standard grip	レーザー・スタンダードグリップ
leather chest piece	レザーアーマー：胴体
left arm grim plate	左腕残忍プレート
left eye grim plate	左目残忍プレート
left hand gamma gun	左手ガンマ線銃
left hand saw blade	左手ソーブレード	左手ノコギリブレード
left hand vice grip	左手バイスグリップ
left leg grim plate	左脚残忍プレート
legendary bloodworm	伝説のブラッドワーム
legendary deathclaw	伝説のデスクロー
legendary fog ghoul	伝説のフォグ・グール
legendary mr. gutsy	伝説のMr.ガッツィー
legendary robobrain	伝説のロボブレイン
legendary stingwing	伝説のスティングウィング
less stagger effect	よろめき軽減効果
letter from maxwell	マクスウェルからの手紙
letter from phyllis	フィリスからの手紙
libertalia password	リベルタリアのパスワード
live and love perks	Live & Loveの能力
lobster trap helmet	ロブスタートラップ・ヘルメット
longshoreman outfit	港湾労働者の服
lucky rabbit's foot	幸運のウサギの足
luxobrew coffee pot	ルクソ醸造のコーヒーポット
mackenzie bridgeman	マッケンジー・ブリッジマン
mad mulligan's mine	マッド・マリガンズ・マイン
main store terminal	メインストアのターミナル
make player thirsty	プレイヤーの喉が渇く
mama murphy's chair	ママ・マーフィーのイス
mama murphy's stash	ママ・マーフィーのスタッシュ
margaret's safe key	マーガレットの金庫のカギ
marine armor helmet	マリーンアーマー：頭
marowski's chem lab	マロースキーの薬品ラボ
mass fusion balcony	マスフュージョンのバルコニー
maximized capacitor	マックス・コンデンサ
maxson's battlecoat	マクソンのバトルコート
mechanized forklift	機械化されたフォークリフト
medicine bobblehead	ボブルヘッド - Medicine
mega surgery center	メガ整形外科センター
metal armor - heavy	メタルアーマー - 重量
metal armor - light	メタルアーマー - 軽量
mid hydraulic frame	中央油圧フレーム
military checkpoint	軍の検問所
military rear armor	ミリタリー・リアアーマー
mining helmet black	採掘ヘルメット(黒)
mining helmet green	採掘ヘルメット(緑)
mining helmet white	採掘ヘルメット(白)
mirelurk king sonic	マイアラークキング・ソニック
missing eyes: right	欠けている目: 右
monitoring terminal	監視用ターミナル
monsignor plaza key	モンシニョールプラザのカギ
mortimer's safe key	モーティマーの金庫のカギ
mounted radscorpion	ラッドスコルピオンの剥製
mr. gutsy model kit	Mr.ガッツィー模型キット
mr. handy destroyer	Mr.ハンディ・デストロイヤー
mr. handy dominator	Mr.ハンディ・ドミネーター
mr. handy model kit	Mr.ハンディ模型キット
mr. handy right eye	Mr.ハンディ右目
multi shot canister	マルチショット
mutated fern flower	突然変異のシダの花
mysterious holotape	謎のホロテープ
n.i.r.a.'s holotape	N.I.R.A.のホロテープ
new floral bud vase	新しい花柄一輪挿し花瓶
new willow bud vase	新しい柳細工一輪挿し花瓶
no back torso armor	背部胴体アーマーなし
no rear torso armor	リア胴体アーマーなし
no right hand armor	右手アーマーなし
north end graveyard	ノースエンド墓地
note from blackbird	ブラックバードのメモ
novatron eliminator	ナヴァトロン・エリミネーター
nuka cherry grenade	ヌカ・チェリー・グレネード
nuka-cola paint job	ヌカ・コーラ塗装
nuka-cola recording	ヌカ・コーラ・レコード
nuka-sunrise recipe	ヌカ・サンライズのレシピ
nuka-town backstage	ヌカ・タウン楽屋
nuka-world airfield	ヌカ・ワールド飛行場
nuka-world jumpsuit	ヌカ・ワールドのジャンプスーツ
nuka-world junkyard	ヌカ・ワールドの廃品置き場
nx-42 guidance chip	NX-42誘導チップ
old fisherman's hat	古い漁業者の帽子
old gullet sinkhole	シンクホール
operations terminal	オペレーションターミナル
operators right arm	オペレーターズアーマー：右腕
operators right leg	オペレーターズアーマー：右脚
overboss power helm	オーバーボスパワー: 頭
overdrive addiction	オーバードライブ中毒
overseer's room key	監督官の部屋のカギ
overseer's terminal	監督官のターミナル
pack buffalo helmet	パックス・バッファローヘルメット
pack right bone leg	パックスボーンアーマー：右脚
pack sleek limb mod	パックス・リム・流線型
paintrain knockback	Pain Trainノックバック
park street station	パーク・ストリート駅
parkview apartments	パークビュー・アパート
paul revere's house	ポール・リビアの家
pearwood residences	ピアウッド邸
phoropter prototype	視力マシンのプロトタイプ
picket fence - long	杭柵 - ロング
pickman's a psycho!	ピックマンハイカレてる！
piezonucleic lining	ピエゾ核の裏地
pip-boy - inventory	Pip-Boy - INV(所持品)
pipe gun long scope	パイプガン・長距離スコープ
pipe gun suppressor	パイプガン・サプレッサー
piper idolizes you.	パイパーに敬意を抱かれている
plasma gun splitter	プラズマ・スプリッター
plastic upper skull	プラスチックの頭蓋骨上部
poseidon energy key	ポセイドン・エネルギーのカギ
power armor agility	パワーアーマー敏捷性
power armor display	パワーアーマーディスプレイ
power armor station	パワーアーマーステーション
power pylon - large	パワーパイロン - 大
powered armor frame	パワーアーマーフレーム
powered spring trap	電動スプリングトラップ
preserved instamash	新品の即席ポテト
preston hated that.	プレストンを怒らせた
preston liked that.	プレストンを喜ばせた
preston loved that.	プレストンを大喜びさせた
prevent limb damage	手足へのダメージを防ぐ
producer's terminal	プロデューサーのターミナル
professor goodfeels	グッドフィールズ教授
protectron basilisk	プロテクトロン・バシリスク
protectron guardian	プロテクトロン・ガーディアン
protectron left arm	プロテクトロン左腕
prydwen flight deck	プリドゥエンのフライトデッキ
publick occurrences	パブリック・オカレンシズ
pump control switch	ポンプコントロールスイッチ
pump control system	ポンプコントロールシステム
queen mirelurk meat	マイアラーククイーンの肉
queen nukalurk meat	クイーン・ヌカ・ルークの肉
quitting time siren	終了時間のサイレン
radiation explosion	放射能爆発
radio tower 3sm-u81	ラジオ塔3SM-U81
radioactive barrels	放射能バレル
radscorpion stalker	ラッドスコルピオン・ストーカー
radscorpion stinger	ラッドスコルピオンの毒針
radstag hide outfit	ラッドスタッグの皮の服
raider radio signal	レイダーの無線信号
raider weapon stand	レイダーの武器スタンド
rear actuated frame	リア作動フレーム
rear barbaric plate	リア野蛮プレート
rear sinister plate	リアシニスタープレート
recon data terminal	調査データのターミナル
recon team terminal	偵察チームターミナル
recreation terminal	娯楽ターミナル
red rocket terminal	レッドロケットのターミナル
reduce carry weight	総重量DOWN	総重量減少
reduce intelligence	知性DOWN
reduced fall damage	落下ダメージを減少
refreshing beverage	リフレッシュドリンク
relay tower 0bb-915	中継タワー0BB-915
relay tower 0db-521	中継タワー0DB-521
relay tower 0mc-810	中継タワー0MC-810
relay tower 0sc-527	中継タワー0SC-527
relay tower 1dl-109	中継タワー1DL-109
remains of missy ii	ミッシー2世の死体
remains of missy iv	ミッシー4世の死体
remote door control	遠隔ドア操作
repairs in progress	修復進行中
resource production	資源生産
revolutionary sword	革命ソード
rib cage and pelvis	胸郭と骨盤
rifle (non-assault)	ライフル(ノンアサルト)
rifle short sa epic	ライフル・ショートSAエピック
right hand stun mod	右手スタンモジュール
right shoulder slot	右肩スロット
robobrain abilities	ロボブレイン能力
robobrain right arm	ロボブレイン右腕
robotics terminal 2	ロボット工学部門のターミナル2
rolled boston bugle	丸められたボストンビューグル
rotting feral ghoul	腐ったフェラル・グール
ruined history book	汚れた歴史書
rust devil terminal	ラスト・デビルのターミナル
scaffolding railing	足場の手すり
scavenger's journal	スカベンジャーの日誌
science! center key	サイエンス！ センターのカギ
sealed boston bugle	未開封のボストンビューグル
self destruct order	自爆命令
sentry bot heat vfx	セントリーボット・ヒートVFX
sentry butcher helm	セントリー・ブッチャーヘルム
sentry carnage helm	セントリー大虐殺ヘルム
sentry crusher helm	セントリー・クラッシャーヘルム
sentry factory head	セントリー工場頭部	セントリー工業用頭部
sentrybot abilities	セントリーボットの能力
sentrybot model kit	セントリーボット模型キット
servomech robobrain	サーボメカ・ロボブレイン
severely dehydrated	深刻な脱水状態
shack stairs - half	小屋の階段 - 半分
shack wall and roof	小屋の壁と屋根
shadow armor effect	シャドーアーマー・エフェクト
sharpshooter's grip	シャープシューターグリップ
shem drowne's alloy	シェム・ドラウンの合金
shem drowne's grave	シェム・ドラウンの墓
shem drowne's skull	シェム・ドラウンのガイコツ
short ported barrel	ショートポーテッドバレル
short sniper barrel	ショートスナイパーバレル
short welded barrel	ショート溶接バレル
shrapnel projectile	榴散弾
silver pocket watch	銀の懐中時計
silver shroud photo	シルバー・シュラウドの写真
silver shroud radio	シルバー・シュラウド・ラジオ
six crank capacitor	6クランクコンデンサ
sludgecocktail text	スラッジカクテル・テキスト
small picture frame	小さな写真立て
small sauce pan lid	小さい鍋の蓋
small serving plate	取り分け皿(小)
solomon's house key	ソロモンの家のカギ
souvenir coffee cup	記念品のコーヒーカップ
souvenir magnet cat	記念品のマグネットキャット
souvenir magnet cow	記念品の牛マグネット
souvenir teddy bear	記念品のテディベア
spiked knuckles mod	ナックルズ・スパイク付き
spiked muzzle brake	スパイク付きマズルブレーキ
squirrel on a stick	リスの串焼き
ss prescott soldier	SSプレスコット兵士
standard ripper mod	リッパー・標準
stealth boy bonuses	ステルスボーイボーナス
stealth move effect	ステルスムーブ効果
stockton's holotape	ストックトンのホロテープ
storage compartment	荷物部屋
storage room notice	倉庫の表示
strength bobblehead	ボブルヘッド - Strength
strong admires you.	ストロングに好感を抱かれている
stun pack baton mod	バトン・スタンパック
subject 12 baseline	被験者12ベースライン
subsystem shielding	サブシステムシールド装置	サブシステム・シールド
super mutant chains	スーパーミュータント・チェイン
super mutant helmet	スーパーミュータント・ヘルメット
super mutant letter	スーパーミュータントの手紙
super mutant master	スーパーミュータント・マスター
super mutant primus	スーパーミュータント・プライマス
suppressed immunity	免疫低下
surveillance device	テクノロジーの悪用	監視装置
survival difficulty	難易度SURVIVAL
swan boat fragments	スワンボートの破片
synth relay grenade	人造人間リレーグレネード
synth resin arm mod	シンス・腕・レジン素材
synth resin leg mod	シンス・脚・レジン素材
syringer long scope	シリンジャー・長距離スコープ
syringer projectile	シリンジャー弾
t-45 blood cleanser	T-45・血液洗浄装置
t-45 explosive vent	T-45・爆発ベント
t-45 kinetic dynamo	T-45・キネティック・ダイナモ
t-45 kinetic servos	T-45・キネティック・サーボ
t-45 military paint	T-45・軍用塗装
t-45 rusty knuckles	T-45・ラスティ・ナックル
t-51 blood cleanser	T-51・血液洗浄装置
t-51 explosive vent	T-51・爆発ベント
t-51 kinetic dynamo	T-51・キネティック・ダイナモ
t-51 kinetic servos	T-51・キネティック・サーボ
t-51 military paint	T-51・軍用塗装
t-51 rusty knuckles	T-51・ラスティ・ナックル
t-60 blood cleanser	T-60・血液洗浄装置
t-60 explosive vent	T-60・爆発ベント
t-60 kinetic dynamo	T-60・キネティック・ダイナモ
t-60 kinetic servos	T-60・キネティック・サーボ
t-60 left arm armor	T-60 左腕
t-60 left leg armor	T-60 左脚
t-60 military paint	T-60・軍用塗装
t-60 rusty knuckles	T-60・ラスティ・ナックル
t-60 tesla left arm	T-60テスラ・左腕
technician janowski	ヤノフスキ研究員
tell me more button	詳細ボタン
test first terminal	第1ターミナルをテスト
the captain's feast	キャプテンのごちそう
the mother's shrine	母の聖堂
the sacred elements	神聖なエレメンツ
the synthetic truth	人造の真実
thicket excavations	シケット・エクスカーベーションズ
top hydraulic frame	トップ油圧フレーム
trapper chest piece	トラッパー：胴体
treasures inventory	財宝目録
treehouse medallion	ツリーハウス・メダル
trinity tower radio	トリニティ・タワー・ラジオ
turbopump sabotaged	ターボポンプに破壊工作を行った
u.s.s. constitution	USSコンスティチューション
ultra jet addiction	ウルトラジェット中毒
unarmed feral ghoul	フェラル・グール - Unarmed
unarmed power armor	パワーアーマー - Unarmed
unarmed vicious dog	どう猛な犬 - Unarmed
unknown sample 3111	未確認のサンプル3111
unstable assaultron	不安定なアサルトロン
unstable frenzy gas	不安定なフレンジ―ガス
unstable mod effect	不安定なモジュール効果
unused flip lighter	未使用のオイルライター
utility - stairwell	ユーティリティ - 吹き抜け
vaporization nozzle	気化ノズル
vats matrix overlay	V.A.T.S.マトリクスオーバーレイ
vault - hydroponics	Vault - 水栽培
vault - maintenance	Vault - メンテナンス
vault - residential	Vault - 居住
vault - right arrow	Vault - 右矢印
vault door controls	Vaultの扉操作盤
vault power conduit	Vaultの電線管
vault-tec scientist	Vault-Tec科学者
viable blood sample	有効な血液サンプル
vim mixing terminal	ヴィム混合ターミナル
virgil's laboratory	バージルの研究所
